,Found as,Full name,InDefinitiveList,Start_species,End_species,PositionOfFirstToken,Sentence_species,InReferenceList,Location,Original Tokenised Text,Start_location,End_location,Sentence_location,NZGazAnt,NZGaz,ScarNZ,ScarGlobal,GeoNamesNZ,GeoNamesAnt,GeoNames,exactMatch,Close_Match_NZGazAnt,Close_Match_NZGaz,Close_Match_ScarNZ,Close_Match_ScarGlobal,Close_Match_GeoNamesNZ,Close_Match_GeoNamesAnt,Close_Match,PartialMatch_NZGazAnt,PartialMatch_NZGaz,PartialMatch_ScarNZ,PartialMatch_ScarGlobal,PartialMatch_GeoNamesNZ,PartialMatch_GeoNamesAnt,PartialMatch,inNZ,inAntarctica,Found
10,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,1236,1238,"These rock-inhabiting organisms are very important in Dry Valleys because of the extent of rockexposed surface, thus accounting largely for the productivity and biomass in this system (Omelon, 2008;",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
11,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,1269,1271,Dry Valleys,False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
12,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,1317,1319,"Indeed, as primary colonizers after the retreat of glaciers, cyanobacteria are leading components of Dry Valleys ecosystem, enabling colonization by
other microorganisms (Vincent, 2000).",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
13,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,the Dry Valleys,1347,1349,"They are well adapted to the stress of desiccation and despite most of the Dry Valleys soils lack any visible cyanobacterial growth, their presence was detected through HTS even in low moisture soil samples (Wood et al., 2008).
",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
14,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,the Dry Valleys,1457,1459,"Cultivation-independent studies have revealed that in the Dry Valleys, abiotic factors drive the diversity and structure of microbial communities (Pointing et al., 2009; Lee et al., 2012; Magalhaes et al., 2012).",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
15,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,1508,1510,"Aridity seem to be the most preponderant factor shaping bacterial communites, not only in Dry Valleys but across multiple deserts (Kastovska et al., 2005; Pointing et al., 2007; Wood et al., 2008).",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
16,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,the Dry Valleys,2116,2118,"In the present study, we combine HTS and microbial cultivation techniques as culture-independent and dependent approaches to survey actinobacteria and cyanobacteria diversity along different soil and endolithic micro-environments of Victoria Valley, one of the Dry Valleys.",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
17,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valley,the Dry Valley,2401,2403,"| Variation of soil characteristics across the Dry Valley soil transect, including water availability",True,True,False,False,False,False,True,True,,,,,,,,,,,,,,,True,True,True
18,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,3325,3326,The dilutions were plated onto an oligotrophic medium - Nutrient-poor sediment extract (NPS) - primarily made with an extract from the original Antarctica soil sample and then with sand collected from a beach in northern Portugal,False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
19,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,McMurdo Dry Valleys,McMurdo Dry Valleys,5062,5065,"The hyper-arid desert of McMurdo Dry Valleys, located in Victoria Land is considered one of the most inhospitable habitats, being restricted to microbial colonization (Pointing et al., 2009).",True,True,True,True,False,True,True,True,,,,,,,,,,,,,,,True,True,True
20,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,5717,5719,"Actinobacteria, Acidobacteria, and Bacteroidetes are usually the dominant phyla described for Dry Valleys (Aislabie et al., 2006; Cary et al., 2010).",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
21,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,6565,6567,"The Rubrobacter genus, commonly found in Dry Valleys (Wei et al., 2016) has been reported as dominant genus of endolithic microbial communities in Atacama Desert",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
22,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Atacama Desert,Atacama Desert,6586,6588,"The Rubrobacter genus, commonly found in Dry Valleys (Wei et al., 2016) has been reported as dominant genus of endolithic microbial communities in Atacama Desert",False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
23,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Arctic,Arctic,7149,7150,(2013) in Arctic desert soils.,False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
24,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,7728,7730,"Previous studies have detected Rubrobacter in Dry Valleys soils (Aislabie et al., 2013; Wei et al., 2016), and the observed distribution suggests that this genus might be widely adapted to this environment.
",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
25,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,7781,7783,"Members of Sporichthyaceae family, with a higher distribution in sample T5, have been reported from Dry Valleys soil (Van Goethem et al., 2016) and cryptoendolithic communities (de la Torre et al., 2003) as well as Atacama desert soils (Idris et al., 2017).",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
26,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,7960,7962,"Members of Euzebyaceae were detected particularly in END and T3 sample (Figure 3C), which is corroborated by previous works that have found the presence of members of the Euzebya genus in Dry Valleys hypolithic and endolithic communities (Van Goethem et al., 2016).",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
27,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Atacama,Atacama,7977,7978,"In Atacama desert, their presence was also detected in endolithic microhabitats (Meslier et al., 2018).",False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
28,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,the Dry Valleys,8032,8034,"According to the literature, Euzebya seems to be highly adapted to endolithic and hypolithic environments, however, our study seems to be the first that detected the presence of this genus in the Dry Valleys soils.",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
29,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,8064,8066,"Remarkably, the endolithic sample was the only among those studied to harbor actinobacteria affiliated with Streptomycetaceae, a family commonly found and retrieved by
cultivation from Dry Valleys soils samples (Cameron et al., 1972; Babalola et al., 2009).
",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
30,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,8101,8103,"Culture-Dependent Isolation and
Diversity of Actinobacterial Strains
Culture-based studies on Dry Valleys have initially proposed a dominance of a small number of aerobic groups, and
few anaerobic isolates for endolithic",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
31,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctic Dry Valley,Antarctic Dry Valley,8193,8196,"However, molecular-based phylogenetic studies have revealed microbial diversity of Antarctic Dry Valley as remarkably high (Smith et al., 2006).",False,False,False,False,False,False,False,False,,,,,,,False,Dry Valley,Dry Valley,,,,,True,True,True,True
32,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,8218,8220,"At least 14 different bacterial phyla have been described from Dry Valleys bacterial lithic communities dominated by Acidobacteria, Actinobacteria and Bacteroidetes (Cary et al., 2010).",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
33,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,8576,8577,"For the Sporichthyaceae family, there are no records of cultivation isolates in Antarctica.",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
34,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,8683,8684,"The Kocuria genus has resulted from the phylogenetic and chemotaxonomic division of Micrococcus genus and both include species isolated in Antarctica (Liu et al., 2000; Reddy et al., 2003).",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
35,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Galindez Island,Galindez Island,9414,9416,"genus have also been previously isolated from Galindez Island, maritime Antarctica (Vasileva-Tonkova et al., 2014).",False,False,False,True,False,False,False,True,,,,,,,,,,,,,,,False,True,True
36,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,9564,9565,"For the remaining genus - Flexivirga — there is no report for previous isolation in Antarctica, however, one of the 5 closest hits at NCBI (Flexivirga sp. M20-45) was isolated from an alpine forest soil by Franca, L. and Margesin, R. (unpublished).",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
37,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,10175,10176,"Culture-Dependent Isolation and Diversity of Cyanobacterial Strains
Cyanobacteria dominance and adaptive success in Antarctica is well known",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
38,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,10214,10216,"Pioneer studies on Dry Valleys cyanobacterial distribution, have proven that the majority of cryptoendolithic cyanobacteriadominated communities belong to the Phormidium genus (Friedmann, 1986).
",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
39,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,10342,10344,"one Leptolyngbya antarctica strain previously isolated from a benthic microbial mat in Dry Valleys and eastern Antarctic lakes (Taton et al., 2006).",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
40,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,West,West,10456,10457,"Thus, our findings suggest that a taxonomic revision of the species L. antarctica (West and G.S.West)",False,False,False,False,True,False,True,True,,,,,,,,,,,,,,,True,False,True
41,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,10561,10562,"As abovementioned, this would be very important to better explore the role of chl d for the successful adaptation of this cyanobacterium in endolithic habitats from Antarctica, in a similar manner as it was exposed for marine counterparts (Chan et al., 2007).",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
42,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,10607,10608,"Interestingly, L. antarctica ANT.LAC.1 is the only strain from Antarctica present on the clade harboring the referred isolated strains (LEGE 13457 and LEGE 13458;",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
43,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,10639,10640,"L. antarctica has been detected from several environments not exclusively in Antarctica, and has been found as a dominant OTU in Arctic soil crusts",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
44,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Arctic,Arctic,10650,10651,"L. antarctica has been detected from several environments not exclusively in Antarctica, and has been found as a dominant OTU in Arctic soil crusts",False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
45,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,10734,10735,"According to the phylogenetic tree, the unidentified Synechococcales strain is most closely related to uncultured cyanobacterium strains from Antarctica, and according to the matrix of distances it only shares 97.5% of similarity to Phormidesmis priestleyi ANT.LACV5.1, suggesting it can represent a new species.",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
46,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,11013,11014,"Particularly, the clade of L. frigida is composed in its majority of strains isolated in Antarctica or cold-environments.",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
47,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,the Dry Valleys,11053,11055,"Notably, most of the closest relatives at NCBI correspond all to the same study (Taton et al. 2006) that assessed the cyanobacteria diversity in Antarctic lakes, including in the Dry Valleys.
",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
48,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,the Dry Valleys,12515,12517,"Although might reduce the confidence of our hypothesis, most of the results presented are supported by previous studies that should, however, be further explored in future sampling campaigns in the Dry Valleys.
",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
49,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,12536,12538,This study combined pyrosequencing and cultivation techniques to assess the actinobacteria and cyanobacteria diversity of Dry Valleys microenvironments.,False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
50,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,12575,12577,This study highlights the capacity of Dry Valleys prokaryotic communities to thrive below thresholds that are considered to be life-limiting.,False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
51,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,12608,12610,"The major role of actinobacteria and cyanobacteria, the dominant heterotrophs
and phototrophs, in Dry Valleys ecosystem is supported by their distribution across environmental gradients.
",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
52,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Dry Valleys,Dry Valleys,12633,12635,"Our findings are in agreement with other studies, by demonstrating that Dry Valleys bacterial diversity and abundance is driven by environmental forces.",False,False,False,False,False,False,False,False,Dry Valley,Dry Valley,,,,,True,,,,,,,False,True,True,True
53,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,12994,12995,SC and CL coordinated Antarctica sampling campaign.,False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
54,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,13099,13100,"Antarctic campaign was conducted as part of the New Zealand Terrestrial Antarctic Biocomplexity Survey (nzTABS), through an award from the New Zealand Foundation for Research and Technology (FRST) and an award from Antarctica
New Zealand to SC (UOWX0710) that supported all field
 ",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
55,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,13285,13286,"Dominant Bacteria in Soils of Marble Point and Wright Valley, Victoria Land, Antarctica.",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
56,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,13347,13348,"Bacterial composition of soils of the Lake Wellman Area, Darwin Mountains, Antarctica.",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
57,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Lake Baikal,Lake Baikal,13505,13507,The isolation and characterization of actinobacteria from dominant benthic macroinvertebrates endemic to Lake Baikal.,False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
58,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Atacama Desert,the Atacama Desert,13576,13578,Hypolithic cyanobacteria supported mainly by fog in the coastal range of the Atacama Desert.,False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
59,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,13750,13751,"Covariation in soil biodiversity and biogeochemistry in Northern and Southern Victoria Land, Antarctica.",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
60,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,13823,13824,Antarctica.,False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
61,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Atacama Desert,Atacama Desert,13934,13936,Ignimbrite textural properties as determinants of endolithic colonization patterns from hyper-arid Atacama Desert.,False,False,False,False,False,False,True,True,,,,,,,False,,,,,,,False,False,False,True
62,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctic Continent,the Antarctic Continent,13978,13980,Bacterial species in soil and air of the Antarctic Continent.,False,False,False,True,False,False,False,True,,,,,,,,,,,,,,,False,True,True
63,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctic Dry Valley,Antarctic Dry Valley,14301,14304,Functional ecology of an Antarctic Dry Valley.,False,False,False,False,False,False,False,False,,,,,,,False,Dry Valley,Dry Valley,,,,,True,True,True,True
64,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,McMurdo Dry Valleys,the McMurdo Dry Valleys,14710,14713,"Microbial diversity of cryptoendolithic communities from the McMurdo Dry Valleys, Antarctica.",True,True,True,True,False,True,True,True,,,,,,,,,,,,,,,True,True,True
65,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,14714,14715,"Microbial diversity of cryptoendolithic communities from the McMurdo Dry Valleys, Antarctica.",False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
66,Leptolyngbya and,Leptolyngbya and,False,6672,6674,33717,"On sample T1, Leptolyngbya and Pseudanabaena genera were well represented while in sample T2,",False,Antarctica,Antarctica,14826,14827,Ecology of endolithic lichens colonizing granite in continental Antarctica.,False,False,False,True,False,True,True,True,,,,,,,,,,,,,,,False,True,True
